Student_number,Ability,Difference_in_days,Gender,TotalpreA,TotalpostA,TotalretA,DiffprepostA,SoW
NB17b27,M,3852,F,9,na,na,na,2
NT611,H,4115,M,6,9,na,3,2
NT612,M,3944,M,2,11,na,9,2
NT613,M,4138,M,4,7,na,3,2
NT614,M,4125,M,1,8,na,7,2
NT615,M,4141,M,2,10,na,8,2
NT616,M,3833,M,3,10,na,7,2
NT617,M,3880,M,4,7,na,3,2
NT618,M,3991,M,3,10,na,7,2
NT619,M,4042,M,4,10,na,6,2
NT6110,M,4018,M,3,11,na,8,2
NT6111,M,3789,M,3,9,na,6,2
NT6112,M,3901,F,3,11,na,8,2
NT6113,M,3943,F,3,8,na,5,2
NT6114,M,4034,F,7,9,na,2,2
NT6115,M,3989,F,3,10,na,7,2
NT6116,M,3811,F,4,10,na,6,2
NT6117,M,3786,F,5,10,na,5,2
NT6118,M,3861,F,7,6,na,-1,2
NT6119,L,3822,M,1,6,na,5,2
NT6120,L,3819,M,6,8,na,2,2
NT6121,L,3833,M,3,8,na,5,2
NT6122,L,3795,F,6,8,na,2,2
NT6123,L,4046,F,5,9,na,4,2
NT6124,L,3837,F,0,8,na,8,2
NT6125,L,3867,F,0,6,na,6,2
NT6126,M,4067,F,4,na,na,na,2
NT6127,L,4132,M,3,na,na,na,2
WB62a1,H,3955,M,6,10,9,4,2
WB62a2,H,3995,F,4,6,5,2,2
WB62a3,M,4142,M,3,7,5,4,2
WB62a4,M,3801,M,4,4,8,0,2
WB62a5,M,3783,M,2,4,5,2,2
WB62a6,M,3869,F,5,6,7,1,2
WB62a7,M,4008,F,5,6,11,1,2
WB62a8,M,3736,F,4,10,12,6,2
WB62a9,L,3686,M,3,4,3,1,2
WB62a10,L,3952,M,6,7,6,1,2
WB62a11,L,3857,M,4,9,10,5,2
WB62a12,L,3916,M,2,7,4,5,2
WB62a13,L,4171,M,3,10,10,7,2
WB62a14,L,3924,F,4,3,4,-1,2
WB62a15,L,3864,F,5,3,5,-2,2
WB62a16,L,3745,F,3,9,5,6,2
WB62a17,M,3969,F,4,12,na,8,2
WB62a18,M,3656,F,5,11,na,6,2
WB62a19,M,3950,M,5,5,na,0,2
WB62a20,L,3899,M,5,4,na,-1,2
WB62a21,M,3958,F,5,na,na,na,2
WB62a22,L,4016,F,2,na,na,na,2
WB62a23,M,3856,F,3,na,na,na,2
WB62a24,M,4008,F,5,na,na,na,2
WB62a25,L,3975,M,4,na,na,na,2
WB62a26,M,3770,M,3,na,na,na,2
WB62a27,M,3980,M,4,na,na,na,2
WB62b1,M,3869,F,5,10,na,5,2
WB62b2,L,3754,F,3,10,na,7,2
WB62b3,L,4101,F,1,9,na,8,2
WB62b4,M,3869,F,4,11,na,7,2
WB62b5,M,3917,F,4,12,na,8,2
WB62b6,L,4008,F,1,6,na,5,2
WB62b7,H,3967,F,4,13,na,9,2
WB62b8,M,3717,F,5,12,na,7,2
WB62b9,H,3940,F,4,6,na,2,2
WB62b10,M,3766,F,5,11,na,6,2
WB62b11,M,3739,F,4,9,na,5,2
WB62b12,L,3842,F,3,8,na,5,2
WB62b13,M,3795,M,3,11,na,8,2
WB62b14,L,3618,M,2,9,na,7,2
WB62b15,M,3994,M,4,9,na,5,2
WB62b16,M,3814,M,7,11,na,4,2
WB62b17,M,3740,M,2,10,na,8,2
WB62b18,M,3717,M,6,12,na,6,2
WB62b19,L,3655,M,7,na,na,na,2
WB62b20,M,3747,M,4,na,na,na,2
WB62b21,M,3985,F,4,na,na,na,2
WB63a1,H,3932,M,12,14,13,2,2
WB63a2,H,3823,F,6,9,7,3,2
WB63a3,M,3809,M,4,5,5,1,2
WB63a4,M,3999,M,8,9,6,1,2
WB63a5,M,3704,M,6,8,8,2,2
WB63a6,M,4022,F,8,7,4,-1,2
WB63a7,M,3942,F,8,8,7,0,2
WB63a8,M,3887,F,8,10,5,2,2
WB63a9,M,3777,F,2,9,5,7,2
WB63a10,L,3742,M,4,6,9,2,2
WB63a11,L,3751,M,6,6,6,0,2
WB63a12,L,3735,F,7,5,3,-2,2
WB63a13,L,3705,F,6,8,na,2,2
WB63a14,L,3790,M,5,8,na,3,2
WB63a15,H,3689,M,10,8,na,-2,2
WB63a16,L,3840,M,5,8,na,3,2
WB63a17,L,3748,M,6,8,na,2,2
WB63a18,L,4033,F,6,na,na,na,2
WB63a19,H,3853,F,10,na,na,na,2
WB63a20,H,3762,M,5,na,na,na,2
WB63a21,M,3848,M,8,na,na,na,2
WB63a22,H,3833,M,6,na,na,na,2
WB63a23,H,3872,M,9,na,na,na,2
WB63a24,M,3860,M,5,na,na,na,2
WB63b1,M,4018,F,5,5,na,0,2
WB63b2,M,3940,F,3,8,na,5,2
WB63b3,H,3749,M,7,11,na,4,2
WB63b4,L,3741,F,6,10,na,4,2
WB63b5,H,3807,F,6,10,na,4,2
WB63b6,M,3933,F,5,10,na,5,2
WB63b7,M,3807,M,5,9,na,4,2
WB63b8,L,3891,M,0,8,na,8,2
WB63b9,L,3724,F,1,4,na,3,2
WB63b10,M,3916,M,3,11,na,8,2
WB63b11,L,3674,F,8,5,na,-3,2
WB63b12,L,3687,F,4,5,na,1,2
WB63b13,M,3800,M,8,2,na,-6,2
WB63b14,L,3867,M,4,4,na,0,2
WB63b15,M,3801,M,5,7,na,2,2
WB63b16,M,3782,M,7,10,na,3,2
WB63b17,H,3917,H,6,na,na,na,2
WB63b18,M,3744,M,5,na,na,na,2
WB72a1,M,3725,F,4,6,na,2,2
WB72a2,H,4011,F,5,4,na,-1,2
WB72a3,M,3686,F,3,6,na,3,2
WB72a4,M,3966,F,7,4,na,-3,2
WB72a5,M,3783,F,3,4,na,1,2
WB72a6,M,3773,F,3,8,na,5,2
WB72a7,L,3799,F,5,5,na,0,2
WB72a8,M,3751,F,5,6,na,1,2
WB72a9,H,3668,F,7,11,na,4,2
WB72a10,L,3908,M,7,5,na,-2,2
WB72a11,M,3782,M,4,5,na,1,2
WB72a12,H,3686,M,6,6,na,0,2
WB72a13,L,3981,M,6,5,na,-1,2
WB72a14,H,3797,M,6,13,na,7,2
WB72a15,L,3896,M,4,5,na,1,2
WB72a16,M,3737,M,10,na,na,na,2
WB72a17,M,3971,F,3,na,na,na,2
WB72a18,L,3815,F,3,na,na,na,2
WB72a19,M,3896,F,6,na,na,na,2
WD601,H,3921,F,6,9,12,3,2
WD602,H,4013,M,8,14,8,6,2
WD603,H,4122,M,6,10,9,4,2
WD604,H,3787,F,5,9,9,4,2
WD605,M,3827,M,8,7,10,-1,2
WD606,M,3934,M,6,8,11,2,2
WD607,M,4128,M,5,9,7,4,2
WD608,M,3938,M,5,10,8,5,2
WD609,M,3814,F,5,8,6,3,2
WD6010,M,4138,F,5,9,11,4,2
WD6011,M,3963,F,6,9,11,3,2
WD6012,M,3990,F,5,9,7,4,2
WD6013,M,3821,F,7,4,11,-3,2
WD6014,M,3846,F,6,5,9,-1,2
WD6015,M,4117,F,5,9,12,4,2
WD6016,M,3972,F,6,8,10,2,2
WD6017,M,3837,F,3,7,8,4,2
WD6018,L,4351,F,4,3,4,-1,2
WD6019,L,3993,F,6,8,5,2,2
WD6020,L,3809,M,7,12,9,5,2
WD6021,L,3839,M,6,8,5,2,2
WD6022,M,4146,F,4,7,na,3,2
WD6023,M,4107,F,4,na,na,na,2
WD6024,H,3796,M,3,na,na,na,2
WD6025,H,3887,F,4,na,na,na,2
WD6026,H,4009,M,4,na,na,na,2
WD6027,M,4023,M,4,na,na,na,2
WD6028,M,3996,F,7,na,na,na,2
WD6029,L,4035,F,6,na,na,na,2
CH691,H,3983,F,6,8,na,2,3
CH692,M,3899,F,3,6,na,3,3
CH693,H,3676,F,6,11,na,5,3
CH694,M,3882,F,6,9,na,3,3
CH695,M,3750,F,5,10,na,5,3
CH696,L,3714,F,4,8,na,4,3
CH697,H,3768,F,6,7,na,1,3
CH698,M,3788,F,7,8,na,1,3
CH699,H,3673,F,9,7,na,-2,3
CH6910,H,3809,F,8,11,na,3,3
CH6911,L,3696,F,6,11,na,5,3
CH6912,H,3984,M,4,9,na,5,3
CH6913,L,3735,M,4,7,na,3,3
CH6914,H,3865,M,8,10,na,2,3
CH6915,H,3935,M,3,8,na,5,3
CH6916,M,3957,M,4,11,na,7,3
CH6917,H,3800,M,8,12,na,4,3
CH6918,M,3695,M,3,6,na,3,3
CH6919,M,3999,M,5,9,na,4,3
CH6920,L,3776,M,2,4,na,2,3
CH6921,L,3778,M,5,9,na,4,3
CH6922,M,3697,M,1,10,na,9,3
CH6923,L,3997,M,3,12,na,9,3
CH6924,H,4016,F,6,na,na,na,3
CH771,M,3615,F,6,8,na,2,3
CH772,L,3621,F,4,8,na,4,3
CH773,H,3382,F,8,11,na,3,3
CH774,M,3557,F,4,6,na,2,3
CH775,L,3403,F,4,8,na,4,3
CH776,L,3313,F,4,4,na,0,3
CH777,L,3510,F,5,7,na,2,3
CH778,H,3603,F,6,7,na,1,3
CH779,L,3438,F,2,5,na,3,3
CH7710,M,3566,F,5,11,na,6,3
CH7711,M,3377,F,5,6,na,1,3
CH7712,M,3352,F,5,8,na,3,3
CH7713,M,3368,F,4,4,na,0,3
CH7714,M,3625,M,7,8,na,1,3
CH7715,H,3377,M,7,3,na,-4,3
CH7716,H,3517,M,4,10,na,6,3
CH7717,L,3603,M,3,7,na,4,3
CH7718,M,3512,M,9,6,na,-3,3
CH7719,M,3479,M,1,4,na,3,3
CH7720,L,3380,M,6,6,na,0,3
CH7721,M,3340,M,3,7,na,4,3
CH7722,M,3428,M,5,6,na,1,3
CH7723,M,3527,M,6,7,na,1,3
CH7724,L,3578,M,3,5,na,2,3
CH7725,L,3524,M,4,na,na,na,3
CH7726,M,3462,F,4,na,na,na,3
SL681,H,4039,F,7,13,12,6,3
SL682,H,3901,M,9,14,12,5,3
SL683,H,3855,M,8,11,9,3,3
SL684,H,4024,M,10,8,11,-2,3
SL685,H,3994,M,6,9,10,3,3
SL686,H,3765,F,5,10,14,5,3
SL687,H,3765,M,9,11,12,2,3
SL688,M,3855,F,10,13,12,3,3
SL689,M,3804,F,7,10,10,3,3
SL6810,M,3878,F,8,11,8,3,3
SL6811,M,3893,M,10,10,11,0,3
SL6812,M,3998,M,8,9,12,1,3
SL6813,M,4255,M,4,9,8,5,3
SL6814,M,3851,M,8,6,8,-2,3
SL6815,M,3803,F,1,8,7,7,3
SL6816,M,3942,M,6,7,12,1,3
SL6817,M,3955,M,4,5,12,1,3
SL6818,M,3794,M,6,6,10,0,3
SL6819,M,3991,F,4,9,9,5,3
SL6820,M,3773,M,3,9,7,6,3
SL6821,M,3860,F,2,6,9,4,3
SL6822,L,3722,F,8,6,7,-2,3
SL6823,L,3592,F,11,10,10,-1,3
SL6824,L,3797,F,5,5,3,0,3
SL6825,L,3694,F,6,9,5,3,3
SL6826,L,3942,M,4,3,7,-1,3
SL6827,L,3782,F,6,6,5,0,3
SL6828,H,3778,F,6,9,na,3,3
SL6829,M,3728,F,7,8,na,1,3
SL6830,M,3866,M,9,9,na,0,3
SL6831,M,3770,F,7,8,na,1,3
SM4c1,M,3928,F,6,3,4,-3,3
SM4c2,M,3839,F,4,12,5,8,3
SM4c3,M,3995,F,8,7,4,-1,3
SM4c4,M,3835,M,3,8,5,5,3
SM4c5,M,3807,F,8,6,4,-2,3
SM4c6,M,3865,F,3,7,6,4,3
SM4c7,M,3929,M,6,3,4,-3,3
SM4c8,M,3751,M,7,9,5,2,3
SM4c9,M,3885,F,7,8,8,1,3
SM4c10,M,3753,M,4,6,5,2,3
SM4c11,M,4051,F,7,10,11,3,3
SM4c12,M,3898,M,7,7,5,0,3
SM4c13,M,3851,M,2,10,8,8,3
SM4c14,M,3918,M,7,6,4,-1,3
SM4c15,M,3733,F,3,7,7,4,3
SM4d1,L,3822,M,7,3,5,-4,3
SM4d2,L,3977,F,0,6,4,6,3
SM4d3,L,3961,M,5,3,4,-2,3
SM4d4,L,3978,M,4,6,4,2,3
SM4d5,L,3935,M,7,4,2,-3,3
SM4d6,L,3745,M,3,9,4,6,3
SM4d7,L,3857,M,5,4,8,-1,3
SM4d8,L,3949,M,5,5,4,0,3
SW15b1,H,4021,M,5,13,9,8,3
SW15b2,H,4028,M,6,14,11,8,3
SW15b3,H,3786,M,3,10,11,7,3
SW15b4,H,4010,F,5,12,8,7,3
SW15b5,H,3815,F,6,14,10,8,3
SW15b6,H,3746,F,7,10,10,3,3
SW15b7,M,3901,F,7,8,9,1,3
SW15b8,M,3828,F,5,12,7,7,3
SW15b9,M,3796,F,3,10,7,7,3
SW15b10,M,3948,F,4,12,7,8,3
SW15b11,M,3706,F,5,10,9,5,3
SW15b12,L,3942,M,5,7,9,2,3
SW15b13,M,3813,M,6,11,12,5,3
SW15b14,M,3909,M,6,12,11,6,3
SW15b15,M,3774,M,5,12,8,7,3
SW15b16,M,3876,M,5,9,3,4,3
SW15b17,M,3945,M,6,13,9,7,3
SW15b18,M,3987,M,4,10,10,6,3
SW15b19,M,3707,M,4,9,11,5,3
SW15b20,M,3974,M,8,13,13,5,3
SW15b21,M,3716,M,4,9,9,5,3
SW15b22,L,3829,M,2,10,10,8,3
SW15b23,L,3692,M,6,8,9,2,3
SW15b24,H,3996,F,5,10,9,5,3
SW15b25,M,3761,F,7,5,na,-2,3
SW15b26,M,4038,M,4,10,na,6,3
SW15b27,H,3969,F,5,na,na,na,3
SW15b28,M,3917,M,2,na,na,na,3
SW15b29,M,3792,F,5,na,na,na,3
SW15b30,H,3998,F,2,na,na,na,3
SX70a1,M,3679,M,6,7,na,1,3
SX70a2,H,3920,F,7,10,na,3,3
SX70a3,M,3758,F,5,5,na,0,3
SX70a4,M,3791,M,9,12,na,3,3
SX70a5,H,4018,F,7,7,na,0,3
SX70a6,H,3913,M,4,9,na,5,3
SX70a7,M,4006,F,4,9,na,5,3
SX70a8,L,4000,M,6,6,na,0,3
SX70a9,M,3737,M,5,9,na,4,3
SX70a10,M,3746,F,8,10,na,2,3
SX70a11,M,4024,M,6,8,na,2,3
SX70a12,M,3814,M,4,10,na,6,3
SX70a13,L,3870,F,6,7,na,1,3
SX70a14,M,3953,M,2,8,na,6,3
SX70a15,H,4023,M,4,7,na,3,3
SX70a16,M,3835,F,6,10,na,4,3
SX70a17,M,3746,F,6,10,na,4,3
SX70a18,M,3885,M,7,8,na,1,3
SX70a19,H,3964,F,5,9,na,4,3
SX70a20,H,3853,F,5,11,na,6,3
SX70a21,M,4010,M,9,10,na,1,3
SX70a22,M,3960,M,3,6,na,3,3
SX70a23,H,4014,M,7,7,na,0,3
SX70a24,L,3793,F,5,6,na,1,3
SX70a25,M,3691,M,7,9,na,2,3
SX70a26,M,3820,M,3,9,na,6,3
SX70a27,M,3772,F,6,10,na,4,3
SX70b1,M,3942,F,9,11,na,2,3
SX70b2,M,3940,F,9,6,na,-3,3
SX70b3,M,3868,M,0,8,na,8,3
SX70b4,L,3872,M,5,4,na,-1,3
SX70b5,M,3717,M,7,10,na,3,3
SX70b6,M,3972,M,5,7,na,2,3
SX70b7,L,3752,M,5,3,na,-2,3
SX70b8,M,3902,F,10,12,na,2,3
SX70b9,M,3939,F,7,11,na,4,3
SX70b10,L,3633,M,5,4,na,-1,3
SX70b11,H,4023,F,7,12,na,5,3
SX70b12,L,3754,M,5,6,na,1,3
SX70b13,M,3974,M,6,7,na,1,3
SX70b14,M,3701,M,7,9,na,2,3
SX70b15,M,3824,F,6,9,na,3,3
SX70b16,H,3765,F,8,8,na,0,3
SX70b17,M,3790,F,4,6,na,2,3
SX70b18,M,3865,F,7,6,na,-1,3
SX70b19,M,3893,F,7,6,na,-1,3
SX70b20,M,3986,F,7,8,na,1,3
SX70b21,M,4026,F,9,6,na,-3,3
SX70b22,L,3873,M,6,6,na,0,3
SX70b23,M,3925,M,5,3,na,-2,3
SX70b24,M,3846,M,8,9,na,1,3
SX70b25,M,3867,M,8,8,na,0,3
SX70b26,M,4021,F,7,12,na,5,3
SX70b27,M,4028,M,7,10,na,3,3
SX70b28,M,3746,M,5,9,na,4,3
SX70b29,M,3731,F,7,10,na,3,3
SX70b30,M,4022,F,9,na,na,na,3
SX70b31,M,3689,M,7,na,na,na,3
SX70b32,M,3908,F,6,na,na,na,3
SX70b33,M,3687,F,3,na,na,na,3
SX70b34,M,3788,F,4,na,na,na,3
SX71a1,M,3918,M,4,7,na,3,3
SX71a2,H,3999,M,5,5,na,0,3
SX71a3,M,3890,M,9,7,na,-2,3
SX71a4,H,3808,M,8,8,na,0,3
SX71a5,L,3976,F,9,6,na,-3,3
SX71a6,M,3809,M,7,6,na,-1,3
SX71a7,L,3973,F,8,8,na,0,3
SX71a8,M,3982,F,8,14,na,6,3
SX71a9,M,3959,F,7,8,na,1,3
SX71a10,L,3737,M,5,2,na,-3,3
SX71a11,H,3918,F,11,11,na,0,3
SX71a12,L,3844,M,2,6,na,4,3
SX71a13,H,3884,F,5,7,na,2,3
SX71a14,M,3951,F,7,6,na,-1,3
SX71a15,M,3706,M,7,9,na,2,3
SX71a16,L,3908,F,8,8,na,0,3
SX71a17,M,3699,F,8,11,na,3,3
SX71a18,M,4012,F,8,12,na,4,3
SX71a19,M,4006,F,7,10,na,3,3
SX71a20,L,3889,F,6,9,na,3,3
SX71a21,M,3762,F,7,8,na,1,3
SX71a22,H,3871,F,6,9,na,3,3
SX71a23,M,3786,F,6,7,na,1,3
SX71a24,M,3720,M,6,8,na,2,3
SX71a25,H,3953,M,6,5,na,-1,3
SX71a26,M,3809,M,4,5,na,1,3
SX71a27,H,3710,M,5,12,na,7,3
SX71a28,L,3818,F,2,3,na,1,3
SX71a29,M,3812,F,8,9,na,1,3
SX71a30,L,3738,M,3,na,na,na,3
SX71a31,H,3850,F,7,na,na,na,3
SX71b1,M,3947,F,7,8,na,1,3
SX71b2,H,3903,F,7,12,na,5,3
SX71b3,M,3816,M,2,6,na,4,3
SX71b4,M,4249,F,4,6,na,2,3
SX71b5,H,4031,F,9,9,na,0,3
SX71b6,M,3748,F,10,11,na,1,3
SX71b7,M,4023,F,7,10,na,3,3
SX71b8,M,3769,F,7,9,na,2,3
SX71b9,M,4016,F,9,8,na,-1,3
SX71b10,L,3675,F,2,6,na,4,3
SX71b11,M,4233,M,6,6,na,0,3
SX71b12,M,3938,M,8,9,na,1,3
SX71b13,M,3793,M,9,11,na,2,3
SX71b14,M,4010,F,6,9,na,3,3
SX71b15,H,3825,F,11,11,na,0,3
SX71b16,M,3967,F,10,11,na,1,3
SX71b17,M,4010,M,9,11,na,2,3
SX71b18,M,3717,M,9,11,na,2,3
SX71b19,M,3998,F,6,8,na,2,3
SX71b20,M,3941,F,10,10,na,0,3
SX71b21,M,3796,M,7,na,na,na,3
SX71b22,L,4107,F,4,na,na,na,3
SX71b23,H,3692,F,8,na,na,na,3
SX71b24,L,3845,M,4,na,na,na,3
SX71b25,H,3872,F,9,na,na,na,3
SX71b26,H,4003,M,10,na,na,na,3
SX71b27,L,3898,M,4,na,na,na,3
SX71b28,H,3798,M,12,na,na,na,3
WC651,H,3850,M,7,10,na,3,3
WC652,H,3994,F,6,11,na,5,3
WC653,H,3604,M,7,11,na,4,3
WC654,H,4028,M,8,10,na,2,3
WC655,H,4096,M,7,10,na,3,3
WC656,H,3853,M,7,10,na,3,3
WC657,H,4257,M,6,10,na,4,3
WC658,H,4093,F,8,6,na,-2,3
WC659,H,3968,F,8,8,na,0,3
WC6510,H,3686,F,5,11,na,6,3
WC6511,M,4059,F,7,10,na,3,3
WC6512,M,3849,F,4,14,na,10,3
WC6513,M,4225,M,3,10,na,7,3
WC6514,M,3938,F,7,13,na,6,3
WC6515,M,3913,M,5,10,na,5,3
WC6516,M,3773,M,4,9,na,5,3
WC6517,M,3931,M,10,6,na,-4,3
WC6518,M,4069,M,6,9,na,3,3
WC6519,M,3682,F,4,4,na,0,3
WC6520,M,4232,M,6,6,na,0,3
WC6521,L,4151,M,4,13,na,9,3
WC6522,L,4148,M,10,8,na,-2,3
WC6523,L,3893,F,4,5,na,1,3
WC6524,L,3765,F,8,11,na,3,3
WC6525,M,3784,M,5,na,na,na,3
WC661,L,4235,M,1,na,na,na,3
WC662,H,4268,M,8,na,na,na,3
WC663,H,4023,M,7,na,na,na,3
WC664,H,3986,F,5,na,na,na,3
WC665,H,3751,M,7,na,na,na,3
WC666,H,3921,F,5,na,na,na,3
WC667,H,4280,M,2,na,na,na,3
WC668,M,4036,M,1,na,na,na,3
WC669,M,3717,F,7,na,na,na,3
WC6610,M,4203,M,7,na,na,na,3
WC6611,M,3612,M,7,na,na,na,3
WC6612,M,4025,F,3,na,na,na,3
WC6613,M,4171,F,5,na,na,na,3
WC6614,M,4150,M,4,na,na,na,3
WC6615,M,4237,M,4,na,na,na,3
WC6616,M,3788,F,4,na,na,na,3
WC6617,M,3791,F,5,na,na,na,3
WC6618,M,3863,M,2,na,na,na,3
WC6619,M,4044,F,6,na,na,na,3
WC6620,M,4143,M,2,na,na,na,3
WC6621,M,3712,F,5,na,na,na,3
WC6622,M,3917,M,2,na,na,na,3
WC6623,M,4232,M,2,na,na,na,3
WC6624,M,3622,F,0,na,na,na,3
WC6625,M,4274,F,1,na,na,na,3
WC6626,M,3834,F,3,na,na,na,3
WC6627,L,3840,M,7,na,na,na,3
WC6628,L,4224,M,5,na,na,na,3
WC6629,L,3801,M,6,na,na,na,3
WC6630,L,3686,M,6,na,na,na,3
WS671,H,4239,F,7,10,10,3,3
WS672,H,3864,F,8,14,15,6,3
WS673,H,4049,M,8,10,14,2,3
WS674,H,3939,M,8,12,11,4,3
WS675,H,3906,M,9,12,10,3,3
WS676,H,4028,M,5,6,8,1,3
WS677,M,3654,F,8,8,9,0,3
WS678,M,4043,F,5,8,5,3,3
WS679,M,3826,F,10,11,9,1,3
WS6710,M,3533,F,8,10,6,2,3
WS6711,M,3562,F,6,8,8,2,3
WS6712,M,3962,M,3,10,7,7,3
WS6713,M,3835,M,1,2,8,1,3
WS6714,L,4035,F,7,8,9,1,3
WS6715,L,3716,F,9,7,5,-2,3
WS6716,L,3499,F,8,9,7,1,3
WS6717,L,3941,F,4,2,6,-2,3
WS6718,L,3560,F,4,6,3,2,3
WS6719,L,3900,M,5,4,4,-1,3
WS6720,L,4015,M,3,5,8,2,3
WS6721,L,3999,M,7,8,na,1,3
WS6722,M,4104,M,7,11,na,4,3
WS6723,M,3914,M,2,na,na,na,3
WS6724,M,3938,M,6,na,na,na,3
WS6725,M,3935,M,9,na,na,na,3
WS6726,M,3868,M,4,na,na,na,3
WS6727,L,3902,M,4,na,na,na,3
WS6728,H,3836,F,7,na,na,na,3
WS6729,H,3883,F,7,na,na,na,3
WS671,M,3629,F,8,na,na,na,3
BF581,H,3692,M,5,10,4,5,4
BF582,H,3793,F,8,12,11,4,4
BF583,H,3759,F,7,12,8,5,4
BF584,H,3971,F,8,12,10,4,4
BF585,H,3967,F,5,12,11,7,4
BF586,M,4039,M,5,9,8,4,4
BF587,M,4024,M,5,6,3,1,4
BF588,L,3698,M,6,6,3,0,4
BF589,M,4001,M,6,11,7,5,4
BF5810,M,3748,M,6,13,10,7,4
BF5811,M,3921,M,9,13,9,4,4
BF5812,M,3990,F,4,6,8,2,4
BF5813,M,3901,F,5,13,9,8,4
BF5814,M,3766,F,6,13,7,7,4
BF5815,M,3892,F,7,13,11,6,4
BF5816,L,4023,M,8,9,5,1,4
BF5817,M,3782,F,7,12,12,5,4
BF5818,H,3894,F,5,na,na,na,4
BF5819,M,3726,F,5,na,na,na,4
BP591,H,4191,F,8,10,12,2,4
BP592,H,4156,F,6,9,13,3,4
BP593,H,3894,F,9,14,14,5,4
BP594,M,4179,F,4,8,6,4,4
BP595,H,3957,M,6,12,12,6,4
BP596,H,4092,M,4,7,6,3,4
BP597,H,4007,M,6,10,9,4,4
BP598,M,3985,F,7,7,7,0,4
BP599,M,4138,F,4,9,5,5,4
BP5910,M,3905,M,6,9,9,3,4
BP5911,M,3911,M,6,5,7,-1,4
BP5912,M,3849,M,5,7,10,2,4
BP5913,M,3931,M,2,5,8,3,4
BP5914,M,3922,M,6,9,9,3,4
BP5915,L,4101,F,5,4,6,-1,4
BP5916,L,4087,F,4,8,6,4,4
BP5917,M,4132,M,12,10,13,-2,4
BP5918,M,3851,M,8,8,8,0,4
BP5919,M,4007,M,5,6,7,1,4
BP5920,L,4154,M,7,8,5,1,4
BP5921,M,3830,M,8,11,na,3,4
BP5922,L,4007,M,8,na,na,na,4
BP5923,L,4179,F,4,na,na,na,4
BP5924,M,4040,M,4,na,na,na,4
BP5925,L,4183,M,3,na,na,na,4
BP5926,L,3986,F,5,na,na,na,4
BP5927,M,3920,F,5,na,na,na,4
BP5928,L,3929,F,6,na,na,na,4
OA21c1,H,4240,F,5,7,10,2,4
OA21c2,H,4081,M,9,10,13,1,4
OA21c3,H,3938,M,8,10,10,2,4
OA21c4,H,4214,M,7,10,10,3,4
OA21c5,H,3962,M,8,6,5,-2,4
OA21c6,H,3965,F,5,5,6,0,4
OA21c7,H,4295,F,6,7,6,1,4
OA21c8,H,4129,F,5,4,6,-1,4
OA21c9,H,4076,F,7,11,10,4,4
OA21c10,H,4244,F,9,12,11,3,4
OA21c11,M,4032,F,3,8,5,5,4
OA21c12,M,4041,M,7,9,7,2,4
OA21c13,M,4244,M,1,5,4,4,4
OA21c14,M,4155,M,4,5,6,1,4
OA21c15,M,4117,M,6,8,10,2,4
OA21c16,M,4242,M,5,6,8,1,4
OA21c17,M,4013,M,8,7,9,-1,4
OA21c18,L,4215,M,2,8,6,6,4
OA21c19,L,4164,M,4,5,7,1,4
OA21c20,L,3878,M,3,3,3,0,4
OA21c21,L,3993,F,8,8,8,0,4
OA21c22,L,4259,F,4,10,9,6,4
OA21c23,M,3943,M,6,8,na,2,4
OA21c24,L,3908,M,7,8,na,1,4
OA21c25,M,4212,F,7,7,na,0,4
OA21c26,L,4248,M,4,6,na,2,4
OA21c27,M,4159,F,6,na,na,na,4
OA23b1,L,4282,M,7,6,na,-1,4
OA23b2,L,4012,M,2,8,na,6,4
OA23b3,L,3963,M,3,6,na,3,4
OA23b4,L,4179,F,3,7,na,4,4
OA23b5,M,3955,F,4,5,na,1,4
OA23b6,M,4267,F,4,5,na,1,4
OA23b7,M,3955,F,4,6,na,2,4
OA23b8,M,4031,F,4,6,na,2,4
OA23b9,M,4115,M,7,9,na,2,4
OA23b10,M,4104,M,2,9,na,7,4
OA23b11,H,4043,M,8,8,na,0,4
OA23b12,H,4218,M,7,9,na,2,4
OA23b13,H,4201,F,6,6,na,0,4
OA23b14,H,4149,M,11,10,na,-1,4
OA23b15,H,4003,F,5,6,na,1,4
OA23b16,H,4163,M,5,9,na,4,4
OA23b17,H,4145,F,5,5,na,0,4
OA23b18,H,4047,M,7,6,na,-1,4
OA23b19,H,4090,F,6,9,na,3,4
OA23b20,H,4030,M,4,5,na,1,4
OA23b21,H,4232,F,7,4,na,-3,4
OA23b22,H,4131,M,7,9,na,2,4
OA23b23,L,4234,M,6,na,na,na,4
OA23b24,L,4011,M,7,na,na,na,4
OA461,H,4148,M,10,na,na,na,4
OA462,H,4222,F,4,na,na,na,4
OA463,H,3971,M,1,na,na,na,4
OA464,H,4005,M,6,na,na,na,4
OA465,H,4120,M,7,na,na,na,4
OA466,H,4285,M,10,na,na,na,4
OA467,H,4093,F,11,na,na,na,4
OA468,H,3991,F,5,na,na,na,4
OA469,H,4254,F,7,na,na,na,4
OA4610,H,4231,M,9,na,na,na,4
OA4611,M,4130,M,3,na,na,na,4
OA4612,M,4006,F,4,na,na,na,4
OA4613,M,4286,F,5,na,na,na,4
OA4614,M,4113,M,5,na,na,na,4
OA4615,M,4081,M,4,na,na,na,4
OA4616,M,4009,M,4,na,na,na,4
OA4617,M,3962,M,5,na,na,na,4
